CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
f105468a122aae2a17a189384dc44e4b41aee81c35eb21a5815f505fa0a382f7bb790a5a2ac0c2e4b4c8eed1c89ca40ee2c8625d40952fdfc4361be2ff4ed4b2,,,7/28/2023 3:00,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 16:45,WEATHER,WEATHER,3249,W,53RD ST,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,6,7,41.79702987,-87.70562036,POINT (-87.705620358384 41.797029866001)
a992dde590b1dfd249cc40a9b34dfe7df525b17fb719f79e7e394672be70625e1372461b66fdd61ddf803b016ed6869babb16fb0b2dd9c5e81345c32cb845a71,,,7/28/2023 15:10,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",7/28/2023 19:00,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,7118,S,YATES BLVD,334,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,7,41.76556483,-87.56665229,POINT (-87.566652287058 41.765564833599)
335ac36d65eb85f38c5e7a1d1922e41688ec76fe8e86d295d5c8ad9d96d44e657b2189484b84bcd5d91ff2cbe83b1a256191e7a55b0be78be2bd4ac1119b337f,,,7/28/2023 9:45,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 9:50,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1076,W,ROOSEVELT RD,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,7,41.86714939,-87.65404495,POINT (-87.654044953546 41.867149392532)
8f5b7cc9135a37ccaf3ea15dd6d86e7a346f5a697aec77315ad8745ddce9377059cb737c16baa81e26b5b4aeffe078c23826c109614ab17a4f0297d8301a1535,,,7/28/2023 14:10,25,STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,7/28/2023 14:11,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,701,N,RUSH ST,1834,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,14,6,7,41.89496592,-87.62531448,POINT (-87.625314480734 41.894965923256)
10b2ef28aa30e46ebbb9033ca4c36de017ed4a00cf22cbb9cd9525a8841667ab1600cd8f5c605e775850098a13970d69d600175e2654a6d06d1aa204d1be5d29,,,7/27/2023 13:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",7/27/2023 13:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4700,S,ROCKWELL ST,922,,,,,,,2,NONINCAPACITATING INJURY,4,0,0,1,3,0,0,13,5,7,41.80826898,-87.6894681,POINT (-87.6894680996 41.808268982399)
4b30e7911448c4ae4f2cdeb321b471eaa10c3ad7495a6a66250196864d31cf90d840defe71ff1c95171d7d854a08643fda940faf2e20eef062f1aa0809762ae0,,,7/28/2023 13:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",7/28/2023 14:25,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,880,S,MICHIGAN AVE,123,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,13,6,7,41.87086977,-87.62429462,POINT (-87.624294620416 41.870869765712)
d032f57722bb8d31925ea33f153e6a18ae73bc80eae4f49ae92bc8f87ab820f7e19eac8c86b4c7eca81a98b1574531b5d8640ea1e1dd77d256d6940c86713c87,,,7/28/2023 9:57,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 9:57,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,6650,S,BISHOP ST,725,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,6,7,41.77255921,-87.66052785,POINT (-87.66052784556 41.772559206127)
5aa8cce37ccbfe2851dad15cbcd301ca5a06bc3e916b58663b7314b9023f7527428a73d64b7f21b1ba17ca0a5329d2f7f26a33a30c7190cbb0506b4670b2e4b3,,,7/27/2023 23:45,30,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",7/28/2023 13:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,403,W,MONROE ST,121,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,23,5,7,41.88049339,-87.6383616,POINT (-87.63836160255 41.880493388138)
8a3297fbc0edab2e9314aca3834997599ca9c05e9b8a1b2c3b56232b506ea7dee63dbca27fd0ba7ab313987ba70a354137463c754c515c1dc1d5eb041f1d133c,,,7/26/2023 8:09,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/26/2023 8:09,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3241,N,KEDZIE AVE,1733,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,4,7,41.94052511,-87.70751094,POINT (-87.707510944338 41.94052510469)
9eb7bba19166e998764aed6498a8933d975859c1f7875e6c7d9d28b43f44d9b6d0aa29224201af46a1a6d69f9b337500bc5dded6520f218d4612923b5cc152c5,,,7/28/2023 18:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 18:50,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3015,N,KIMBALL AVE,1412,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,6,7,41.93618094,-87.712249,POINT (-87.712249001218 41.936180937859)
82883ac5f01faa19cbe9be3778dec1459f1670c3d76873d640f499800be5e8ee3a76498ac60676339c8f8878cee1a7d98e520aef1c56c50f73f8b9c5eb824bd1,,,7/28/2023 18:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/28/2023 18:42,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2440,W,NORTH AVE,1434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,7,41.91041094,-87.68889916,POINT (-87.688899154537 41.910410938965)
0a836fdc7a7313e308945044a31b4a25def0b29997ab342a25b9ba2b73dcec1b5a5baba8bbeb46ad44a57664f692c803b3a4402fbe3a9b634f6c836faa37adc3,,,7/28/2023 10:00,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 20:10,IMPROPER LANE USAGE,NOT APPLICABLE,5445,W,NORTH AVE,2532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,7,41.90930798,-87.76229762,POINT (-87.762297616466 41.909307976119)
79ef66ac96fa7cfb0eca77dc300334eefeee655f821d887e7c4518a4b8a5ca2f819fc215bf8b2b37f0e384aacd42a38f86ce33310edc3c130b62207adf78a92d,,,7/27/2023 23:24,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/27/2023 23:52,UNABLE TO DETERMINE,UNABLE TO DETERMINE,862,N,LAKE SHORE DR SB,1833,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,5,7,41.89838905,-87.61809191,POINT (-87.618091911783 41.898389053094)
bb496888962164597f7e0768a82e96a5dd8cf933cdd2aac6d0bcbe40b07f7d86df8b74074abd6ed3a715e41b88689054df83aa6cc9e6d4fe9e16484c1ca3eed3,,,7/21/2023 14:45,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",7/28/2023 14:47,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2600,W,ADDISON ST,1921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,7,41.94682488,-87.69321291,POINT (-87.693212912693 41.946824879097)
1cc31056a22b9fedebce95f61bbdf722721005daefc47a627ae9b083041a9b59ee25ebe7d38cef70437148e032f483bf1c8e4302e56ca3ddb1c76a96806f3af6,,,7/28/2023 18:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/28/2023 18:25,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,7899,S,STONY ISLAND AVE,411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,7,41.75151786,-87.58546514,POINT (-87.585465140554 41.751517859972)
379725ceb61ed56b9717b9f1d1cd40d6be7638b6855db865e3ddede9c7d0d488c2b62d648ae842749e8450ce73b1348cb701cba98fee7d7ed5e2602b2a4baa2a,,,7/27/2023 15:15,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",7/27/2023 20:21,UNABLE TO DETERMINE,NOT APPLICABLE,2734,W,38TH ST,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,7,41.82474412,-87.69362979,POINT (-87.693629784563 41.824744118809)
fec873d8b56ef7122a37ad32d64e6580a92324d12fcc29e494977bd55bb7c1a70e613c809f30953207ee57426f0ebce614aef2510b46a79b9517dcf70ea41742,,,7/26/2023 15:41,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/26/2023 16:00,NOT APPLICABLE,NOT APPLICABLE,9100,S,JEFFERY AVE,413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,7,41.72967794,-87.57567984,POINT (-87.575679840284 41.729677942403)
b088167b19dee29ed8b498ec0672bfd35feecff9027cb23943b54a4ef7c5f85948669ad219f5daf12bbb2e376abd72588484e3f91883f2ff9a564c13bfe94e6d,,,7/27/2023 20:49,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/27/2023 20:49,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,419,S,WELLS ST,122,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,5,7,41.87638075,-87.63353518,POINT (-87.633535178915 41.876380752852)
6745dc7783f793636585d367324710510037ee1d8973b87e7af595dba6a14d87a7ebd58fc52013fb2e423c6006788bbc76f69a358daec45750b36c1d680f652b,,,7/27/2023 11:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/27/2023 12:25,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2450,N,STOCKTON DR,1935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,5,7,41.92801794,-87.63898305,POINT (-87.63898305173 41.92801794301)
0cfb6009d3a88f8f89d1cfaf26922bed35db716b9d2defc9c20eefdcf1c7839a8b3417af07842f1181f661f928e1790e87fde018889b83261cb4850a473e05bf,,,7/28/2023 7:00,30,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/28/2023 7:00,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO YIELD RIGHT-OF-WAY,2521,S,ARCHER AVE,913,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,7,6,7,41.84670995,-87.64725574,POINT (-87.647255739127 41.846709953875)
944d977aa185638fa4209f1c15cb7da065580e87189102f0ef4d7d5f00e1053733300e0571cf8090a7c3e41ad36e8e8d31519f56ef6aba7077692badfcf0754c,,,7/27/2023 8:48,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",7/27/2023 9:10,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2500,S,AVERS AVE,1013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,7,41.84604921,-87.72108421,POINT (-87.721084206123 41.846049209134)
6b4bfc4462a96adc164bfe1070dfcdcde79322e18832a11af70a6e5dbe707f90241aee654a846a3c43e008c3512073e277b6b01c39d34ff146af1638876eee46,,,7/28/2023 16:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/28/2023 18:00,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,3610,W,IRVING PARK RD,1723,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,7,41.95387363,-87.71832618,POINT (-87.718326179956 41.953873625891)
8657b029303b6f496abfbde690cc4ef3db2728be8e3b2631fb118076d7862f3b04bfc069191b06082d61d78acc4c14f7c9e30eb5f9abfa05bd22a2b14ed1c86e,,,7/28/2023 20:20,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/28/2023 20:20,UNABLE TO DETERMINE,NOT APPLICABLE,1599,N,DAMEN AVE,1424,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,20,6,7,41.9104747,-87.677421,POINT (-87.677421002647 41.910474701016)
0ca097486b549bba51d3b4d8a31ad2cef97ca0345d9c9769390cc961841ff6552607539c1354eba57a494c8aa1844b3b43bd14098b994f79490e97cc27bdb178,,,7/28/2023 18:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 18:25,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,150,W,EUGENIE ST,1814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,6,7,41.91301186,-87.63372442,POINT (-87.63372442055 41.913011855438)
4d857be08b32d1c835b1a281098b4979ba1ca0ec0d76ecd977e6446eddf3001cfcad0542acc5709272e4e4dbb441e311fe2873f61f86453b38c1ea1912f77a33,,,7/28/2023 7:05,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",7/28/2023 10:20,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,100,E,HUBBARD ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,6,7,41.89022672,-87.62530079,POINT (-87.625300785141 41.890226720408)
a34cdca94a58316a3f7b95c5e31393ee02618c18700620ee66fa84f41ee63520c21a1ce7f47fa7af8efe153760548aff8fd20d33b36b7e3782cf372fc843bfd7,,,7/28/2023 8:35,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 9:07,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1000,N,LAKE SHORE DR NB,1824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,7,41.90095892,-87.61992817,POINT (-87.619928173678 41.900958919109)
2e4753f02049daec65f2b3ecb34ec4b23e57058941da8d50337e7c56cb5713ce5484a55f57daf50fd02ed7b4a5428c1e4d412c0905e4f34565a495d7d6060f5b,,,7/27/2023 21:03,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,7/27/2023 21:20,UNABLE TO DETERMINE,NOT APPLICABLE,4414,W,PETERSON AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,7,41.99011434,-87.73896923,POINT (-87.738969226157 41.990114338144)
758eb0f7cf3dec799f8d8c452e2b2ac4b6254ffcadb772ed22c797ed1bd5c5fcdf38a813771844bcc18772438508a8b89fecd3b12e6cceef3df1d00d719da3cd,,,7/28/2023 16:40,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,7/28/2023 18:25,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2520,S,STATE ST,133,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,6,7,41.84683226,-87.62703105,POINT (-87.62703105153 41.846832255929)
5c6031f18e4299f15528d9201fb657dd5a3c7fa26f3b1fdfee45d0771903553d93ea53cb61e8cbdb2af540f9c192b2f105e5af10809c716d5280b10982dd3933,,,7/28/2023 5:20,15,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",7/28/2023 19:15,UNABLE TO DETERMINE,NOT APPLICABLE,5050,N,CICERO AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,7,41.97290824,-87.74806178,POINT (-87.748061778708 41.972908241236)
207ec312a0677bf7697c8cb46779ac00e6c4d41def4f9f21aba95dcf99cebb3760526b1b5a7f1dcdfaea3e111598d548ec63d947446d5a644bad2922f74d4dcb,,,7/27/2023 21:35,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,WORN SURFACE,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 13:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7723,S,STATE ST,623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,7,41.75388249,-87.62448276,POINT (-87.624482760224 41.753882490601)
9d3ae221edb94c41c86fc879ae615c825e4b821d0d3e2ad9a08d6a5dd9ce38af16e6d4afa7dac51ee1466af173498f30f42e688ca25ac2729829cf61680e3ca1,,,7/28/2023 14:58,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 15:40,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,6266,W,NORTH AVE,2513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,7,41.90928518,-87.78277695,POINT (-87.782776947311 41.909285181417)
e84ba7f46c35d2c7c9c03ecb1ce01087e955a5eed328e5fa6c2c3eaa48063bab29f3b95151119ff4294232bc69f8d8aa0e1e2998033473166d17c5cd4f53d6a4,,,7/28/2023 18:24,30,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,OTHER NONCOLLISION,FOUR WAY,,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",7/28/2023 18:38,ROAD CONSTRUCTION/MAINTENANCE,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,5027,W,IOWA ST,1531,,,,N,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,7,41.89667127,-87.75191115,POINT (-87.75191114608 41.89667127015)
c3dd0e8b052ba18778f105f2a13eaa8097a3876b7dc1505e919d92ae1fa01f4afa194a8c71884b16213cda42d0754975faf7c3c38c48b82a3ddf179e7ba07b6f,,,7/28/2023 11:40,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO SIDE,ALLEY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/28/2023 14:00,UNABLE TO DETERMINE,NOT APPLICABLE,1617,N,CICERO AVE,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,7,41.91012667,-87.7459525,POINT (-87.745952497971 41.910126667825)
0306adc432215c6f8c2b5829757566b2c796a785e915d58a9ce5a99e8b2a466efef7b573409f35d3228025f1d67ba3c69fc9f5a63d7d642caf706ac07e5688e0,,,7/28/2023 17:35,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",7/28/2023 17:38,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO YIELD RIGHT-OF-WAY,600,S,PULASKI RD,1132,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,17,6,7,41.8734181,-87.72555861,POINT (-87.725558609636 41.873418095376)
90768cfe2207c6d72d853c50d4331892b62a590e348ca15e0361c2d2ac8545864a834eff95be2b29fceafed2249198d6d08014f8823be091a7bf01b16aa0d09f,,,7/28/2023 9:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",7/28/2023 10:05,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3854,N,KEDZIE AVE,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,7,41.95190081,-87.70810746,POINT (-87.708107455372 41.951900805813)
b58f68209ed1fe5a316e71e9bbc43f216928fa586018dec123767c1a742db80b9872fa5ace4f8d9b98e07c51ba0ad53ee147f7fd830e73210c4b3e5c64689ca0,,,7/28/2023 4:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",7/28/2023 4:51,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7100,S,LOOMIS BLVD,734,,,,,,,2,"REPORTED, NOT EVIDENT",4,0,0,0,4,1,0,4,6,7,41.76493354,-87.65911281,POINT (-87.659112806662 41.764933541062)
