CRASH_DATE,HIT_AND_RUN_I,CAUSES,AMBULANCE_REQUIRED,FATAL_ACCIDENT,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,0,7,7,41.91155183,-87.7471718
7/29/2023,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,10,7,7,41.92079991,-87.73781183
7/28/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FOLLOWING TOO CLOSELY",N,N,17,6,7,41.78050324,-87.57754788
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,1,7,7,41.91720881,-87.73169437
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,21,7,7,41.69255976,-87.6211937
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,7,7,41.69631368,-87.59663224
7/29/2023,N,"IMPROPER OVERTAKING/PASSING, IMPROPER TURNING/NO SIGNAL",N,N,14,7,7,41.92491928,-87.67766794
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,7,7,41.74431588,-87.58531604
7/29/2023,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, NOT APPLICABLE",N,N,23,7,7,41.9313638,-87.77460881
7/24/2023,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,17,2,7,41.89209414,-87.61156988
7/26/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,4,7,41.96931485,-87.6890745
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,19,6,7,41.96061186,-87.7475936
7/29/2023,Y,"IMPROPER OVERTAKING/PASSING, IMPROPER OVERTAKING/PASSING",N,N,3,7,7,41.93776434,-87.70282861
7/28/2023,N,"UNABLE TO DETERMINE, FAILING TO YIELD RIGHT-OF-WAY",N,N,13,6,7,41.86944615,-87.74501001
7/28/2023,N,"IMPROPER TURNING/NO SIGNAL, FAILING TO YIELD RIGHT-OF-WAY",N,N,10,6,7,41.96774211,-87.76200848
7/29/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,16,7,7,41.72151497,-87.62461017
7/29/2023,N,"FOLLOWING TOO CLOSELY, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,17,7,7,41.6912937,-87.71132529
7/29/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,14,7,7,41.950952,-87.79635096
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,7,7,41.89209414,-87.61156988
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,23,6,7,41.8515731,-87.71728358
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,7,7,41.72251804,-87.58001573
7/29/2023,Y,"UNABLE TO DETERMINE, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,4,7,7,41.7709839,-87.61869994
7/29/2023,Y,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",N,N,16,7,7,41.93664093,-87.63958286
7/29/2023,N,"IMPROPER OVERTAKING/PASSING, VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",Y,N,14,7,7,41.83051146,-87.67420893
7/29/2023,N,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.), NOT APPLICABLE",N,N,19,7,7,41.94981985,-87.79601286
7/28/2023,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, IMPROPER BACKING",N,N,9,6,7,41.99681986,-87.72289411
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,10,7,7,41.88762504,-87.7309278
7/20/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",Y,N,17,5,7,41.89437626,-87.61649035
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,6,7,42.01592334,-87.67504103
7/29/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",Y,N,1,7,7,41.87404018,-87.74517945
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,7,7,7,41.75634442,-87.56617362
7/29/2023,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,10,7,7,41.75646506,-87.6266524
7/27/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,5,7,41.88057539,-87.76501515
7/29/2023,N,"NOT APPLICABLE, UNABLE TO DETERMINE",N,N,12,7,7,41.95303603,-87.78575582
7/28/2023,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,17,6,7,41.77958567,-87.6494939
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,19,6,7,41.93297221,-87.64171517
7/29/2023,Y,"TURNING RIGHT ON RED, FAILING TO YIELD RIGHT-OF-WAY",Y,N,10,7,7,41.75075039,-87.63438435
7/26/2023,Y,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,14,4,7,41.75359697,-87.70008142
7/28/2023,N,"DRIVING ON WRONG SIDE/WRONG WAY, NOT APPLICABLE",N,N,16,6,7,41.89100765,-87.66729026
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,1,7,7,41.86272871,-87.7288866
7/29/2023,N,"UNABLE TO DETERMINE, HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE)",N,N,2,7,7,41.89252752,-87.69247108
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,2,7,7,41.81825973,-87.68483902
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,6,7,41.88182945,-87.64104542
7/29/2023,N,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST, NOT APPLICABLE",N,N,17,7,7,41.97370056,-87.65789194
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,6,7,7,41.92522039,-87.75229814
7/28/2023,Y,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, UNABLE TO DETERMINE",N,N,14,6,7,41.73591611,-87.58577278
7/28/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,23,6,7,41.80945871,-87.71156059
7/29/2023,N,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",Y,N,0,7,7,41.92939639,-87.66844007
7/26/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FOLLOWING TOO CLOSELY",N,N,18,4,7,41.99530972,-87.65569652
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,23,6,7,41.83180302,-87.61747424
7/29/2023,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,15,7,7,41.98302724,-87.77441526
7/28/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,11,6,7,41.92130822,-87.79209096
7/25/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,3,7,41.78732649,-87.63286234
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,22,6,7,41.92070514,-87.74537177
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,10,6,7,41.79332257,-87.72257803
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,6,7,41.70264801,-87.53663874
7/29/2023,N,"IMPROPER OVERTAKING/PASSING, FAILING TO YIELD RIGHT-OF-WAY",N,N,17,7,7,41.86464673,-87.68600251
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,6,7,41.96430694,-87.74776186
7/28/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,21,6,7,41.84845863,-87.67627127
7/29/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,23,7,7,41.85837259,-87.62735617
7/28/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,21,6,7,41.77536509,-87.70320044
7/28/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,10,6,7,41.88089727,-87.72088123
7/28/2023,N,"WEATHER, NOT APPLICABLE",N,N,23,6,7,41.84349315,-87.63909445
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,6,7,41.93941832,-87.70755719
7/29/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,10,7,7,41.75034267,-87.67292956
7/23/2023,N,"DISTRACTION - FROM INSIDE VEHICLE, UNABLE TO DETERMINE",N,N,12,1,7,41.95416125,-87.67036928
7/18/2023,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,14,3,7,41.93763391,-87.77698601
7/27/2023,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, PHYSICAL CONDITION OF DRIVER",N,N,20,5,7,41.8024401,-87.72602327
7/29/2023,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,14,7,7,41.88424956,-87.70635939
7/29/2023,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER, OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",N,N,2,7,7,41.90146498,-87.76577658
7/29/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,20,7,7,41.7105019,-87.66227488
7/29/2023,N,"IMPROPER TURNING/NO SIGNAL, IMPROPER OVERTAKING/PASSING",N,N,15,7,7,41.7797573,-87.60576963
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,20,6,7,41.76663746,-87.66398221
7/22/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,7,7,41.69974607,-87.62465146
7/27/2023,N,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,23,5,7,41.89011975,-87.63203606
7/24/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,2,7,41.89512708,-87.61975792
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,6,7,41.73682263,-87.58578342
7/27/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO YIELD RIGHT-OF-WAY",Y,N,14,5,7,41.96058644,-87.74990808
7/28/2023,N,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.), NOT APPLICABLE",N,N,12,6,7,41.96105914,-87.70986796
7/29/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,13,7,7,41.91695371,-87.75343731
7/28/2023,N,"DISREGARDING STOP SIGN, NOT APPLICABLE",Y,N,21,6,7,41.70823124,-87.56324576
7/29/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,16,7,7,41.72135118,-87.64298147
7/29/2023,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",Y,N,11,7,7,41.9469581,-87.67970786
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,23,7,7,41.77122922,-87.60587151
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,0,7,7,41.88019526,-87.64275369
7/29/2023,Y,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",N,N,15,7,7,41.79593204,-87.65020986
7/29/2023,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER, IMPROPER OVERTAKING/PASSING",N,N,1,7,7,41.77837314,-87.75085475
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,14,7,7,41.74077348,-87.57806916
7/29/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,16,7,7,41.92413591,-87.72935745
7/25/2023,Y,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,8,3,7,41.69494895,-87.64231341
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,7,7,41.77278974,-87.63204381
7/29/2023,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,7,7,41.8500798,-87.63900192
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,7,7,41.8962106,-87.71253117
7/29/2023,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,14,7,7,41.99748219,-87.78649585
7/25/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,3,7,41.89845324,-87.76537659
7/29/2023,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,9,7,7,41.90976009,-87.743971
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,6,7,41.93921164,-87.6479856
7/28/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,13,6,7,42.01292828,-87.69955934
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,14,7,7,41.90612788,-87.72655403
7/29/2023,N,"FOLLOWING TOO CLOSELY, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,11,7,7,41.8549559,-87.63078129
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,18,6,7,41.75860901,-87.59572136
7/27/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,23,5,7,41.9743861,-87.72805412
7/29/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,19,7,7,41.90885673,-87.63837516
7/29/2023,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER, NOT APPLICABLE",N,N,16,7,7,41.86693125,-87.65395861
7/29/2023,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",N,N,14,7,7,41.85412026,-87.66590234
7/29/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",Y,N,10,7,7,41.92836727,-87.67382063
7/27/2023,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",Y,N,21,5,7,41.87545706,-87.63977121
7/28/2023,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,23,6,7,41.90919366,-87.77166588
7/29/2023,Y,"FOLLOWING TOO CLOSELY, OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",Y,N,15,7,7,41.88647184,-87.7064307
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,4,6,7,,
7/29/2023,Y,"IMPROPER LANE USAGE, UNABLE TO DETERMINE",N,N,14,7,7,41.87237461,-87.7252519
7/27/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO REDUCE SPEED TO AVOID CRASH",Y,N,20,5,7,41.92584529,-87.67883572
7/29/2023,N,"IMPROPER OVERTAKING/PASSING, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,19,7,7,41.98154698,-87.65498348
7/29/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,0,7,7,41.91067943,-87.67196954
7/29/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, IMPROPER OVERTAKING/PASSING",N,N,0,7,7,41.72225727,-87.58527557
7/25/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,21,3,7,41.90221192,-87.63457152
7/29/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,16,7,7,41.8816728,-87.74789354
7/29/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, WEATHER",N,N,1,7,7,41.69179192,-87.66963964
7/28/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,6,7,41.89774086,-87.62396132
7/28/2023,Y,"FOLLOWING TOO CLOSELY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,6,6,7,41.8957995,-87.67717088
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,7,7,41.80498716,-87.67201874
7/29/2023,N,"WEATHER, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,0,7,7,41.9499208,-87.74736505
7/28/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,14,6,7,41.68185149,-87.55949122
7/29/2023,Y,"IMPROPER LANE USAGE, UNABLE TO DETERMINE",N,N,15,7,7,41.88079182,-87.72934966
7/29/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,11,7,7,41.91035988,-87.69377703
7/28/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,22,6,7,41.88124146,-87.67428253
7/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,7,7,41.68862635,-87.64240883
7/29/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,10,7,7,41.92040749,-87.78642291
7/28/2023,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,6,6,7,41.90381317,-87.63012985
7/29/2023,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,1,7,7,41.96856288,-87.70841454
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,7,7,41.99567001,-87.7126646
7/29/2023,N,"IMPROPER TURNING/NO SIGNAL, UNABLE TO DETERMINE",N,N,14,7,7,41.75080513,-87.64044137
7/28/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,22,6,7,41.88416738,-87.62225004
7/24/2023,N,"IMPROPER OVERTAKING/PASSING, UNABLE TO DETERMINE",N,N,12,2,7,41.87413852,-87.73404798
7/29/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,11,7,7,41.98675498,-87.71009866
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,7,7,41.79608656,-87.72338864
7/28/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,12,6,7,41.90070239,-87.66211189
7/28/2023,Y,"UNABLE TO DETERMINE, WEATHER",Y,N,23,6,7,41.87692636,-87.67789884
7/28/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,18,6,7,41.94169157,-87.72833822
7/29/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,7,7,41.69433971,-87.60964225
7/29/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,14,7,7,41.81845057,-87.70423225
7/28/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,6,7,41.72253169,-87.57905849
7/29/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,7,7,41.99017216,-87.68980927
7/28/2023,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,20,6,7,41.94901088,-87.65814288
7/22/2023,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",Y,N,2,7,7,41.88140931,-87.71578224
7/27/2023,Y,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,13,5,7,41.76912733,-87.62164161
7/27/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,17,5,7,41.93481656,-87.76661244
7/27/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,9,5,7,41.8813832,-87.62633723
5/29/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,21,2,5,41.83092244,-87.63165052
7/15/2023,Y,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,9,7,7,41.76532445,-87.6436334
7/15/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,23,7,7,41.75897354,-87.57729919
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,5,7,7,41.93640591,-87.78393007
7/15/2023,N,"DISREGARDING STOP SIGN, FAILING TO YIELD RIGHT-OF-WAY",Y,N,22,7,7,41.78590676,-87.7364796
7/15/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",Y,N,8,7,7,41.98468616,-87.75000305
7/15/2023,N,"EQUIPMENT - VEHICLE CONDITION, NOT APPLICABLE",N,N,0,7,7,41.72588195,-87.60009294
7/15/2023,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,16,7,7,41.90398934,-87.63285059
7/15/2023,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,19,7,7,41.91980402,-87.63552727
7/15/2023,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",N,N,2,7,7,41.88994002,-87.62894827
7/15/2023,N,"IMPROPER OVERTAKING/PASSING, UNABLE TO DETERMINE",N,N,16,7,7,41.90782556,-87.73264466
7/15/2023,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,23,7,7,41.89094466,-87.62955405
7/15/2023,N,"WEATHER, NOT APPLICABLE",N,N,0,7,7,41.99159279,-87.69471463
7/15/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",Y,N,19,7,7,41.75850394,-87.60429135
7/15/2023,Y,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,15,7,7,41.90610113,-87.72596037
7/15/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, NOT APPLICABLE",N,N,8,7,7,41.78034313,-87.63277915
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,7,7,41.89495508,-87.76554515
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,4,7,7,41.89495508,-87.76554515
7/15/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,15,7,7,41.90014083,-87.6240238
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,11,7,7,41.88458537,-87.62079215
7/15/2023,Y,"IMPROPER OVERTAKING/PASSING, DRIVING ON WRONG SIDE/WRONG WAY",N,N,12,7,7,41.97598998,-87.67460884
7/15/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,7,7,41.93213839,-87.70728611
7/15/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO YIELD RIGHT-OF-WAY",N,N,21,7,7,41.85299122,-87.62938693
7/15/2023,Y,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,16,7,7,41.90307262,-87.63127539
7/15/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,0,7,7,41.82295429,-87.68501299
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,7,7,41.84565291,-87.61781639
7/15/2023,Y,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,13,7,7,41.92800879,-87.65223368
7/15/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,14,7,7,41.76636056,-87.57523011
7/15/2023,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, NOT APPLICABLE",Y,N,22,7,7,41.92860588,-87.67295394
7/15/2023,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,1,7,7,41.99274043,-87.78339571
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,2,7,7,41.82298421,-87.68502582
7/15/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FOLLOWING TOO CLOSELY",Y,N,9,7,7,41.91009471,-87.73603565
7/15/2023,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,14,7,7,41.87465744,-87.62848554
7/15/2023,N,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,17,7,7,41.69954742,-87.64275192
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,6,7,7,41.82651953,-87.60960995
7/15/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,21,7,7,41.93902128,-87.72417825
7/15/2023,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, UNABLE TO DETERMINE",N,N,8,7,7,41.80792154,-87.66266181
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,7,7,41.88155377,-87.65468121
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,7,7,41.99796292,-87.68150642
7/15/2023,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,7,7,7,41.9023206,-87.62409635
7/15/2023,Y,"UNABLE TO DETERMINE, IMPROPER LANE USAGE",N,N,8,7,7,41.74933158,-87.72175177
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,7,7,41.72223496,-87.58461147
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,7,7,41.92480999,-87.70874189
7/15/2023,N,"CELL PHONE USE OTHER THAN TEXTING, NOT APPLICABLE",N,N,16,7,7,41.91104706,-87.78521036
7/15/2023,Y,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,4,7,7,41.69225875,-87.65968006
7/15/2023,N,"DISREGARDING TRAFFIC SIGNALS, NOT APPLICABLE",Y,N,4,7,7,41.88659447,-87.74535044
7/15/2023,N,"FAILING TO YIELD RIGHT-OF-WAY, VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",N,N,12,7,7,41.95321137,-87.77317626
7/15/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,23,7,7,41.91779304,-87.67776977
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,1,7,7,41.89113474,-87.64729585
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,4,7,7,41.86258,-87.72866949
7/15/2023,N,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,22,7,7,41.86748446,-87.63038891
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,5,7,7,41.86157698,-87.71757431
7/15/2023,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,21,7,7,41.76418318,-87.58017899
7/25/2022,N,"FAILING TO YIELD RIGHT-OF-WAY, DISREGARDING OTHER TRAFFIC SIGNS",Y,N,6,2,7,,
7/15/2023,N,"IMPROPER TURNING/NO SIGNAL, IMPROPER TURNING/NO SIGNAL",N,N,10,7,7,41.86856093,-87.74469001
7/15/2023,N,"DISREGARDING TRAFFIC SIGNALS, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,12,7,7,41.95396568,-87.71296876
7/15/2023,Y,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,18,7,7,41.69161677,-87.68735997
7/15/2023,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,23,7,7,41.76217412,-87.55892746
7/15/2023,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,11,7,7,41.76486775,-87.66364716
